record_id,source_system,source_container,item_path,item_name,item_kind,format,size_bytes,created_at,modified_at,source_id,web_url,sha256,text_sha256,classification_level,classification_label,classification_status,proposed_category,editorial_status,duplicate_of,article_association,inspection_scope,rationale,warnings
drive:1xH2b1qdiN8r5jN1-_zN28zKYMuwvuTtPbSkJM3lG1iI,google-drive,Reviews,Reviews/Documentos/Prompts/PROMPT ANTI IA,PROMPT ANTI IA,file,application/vnd.google-apps.document,5819,2026-03-22T20:44:22.269Z,2026-03-22T20:44:38.593Z,1xH2b1qdiN8r5jN1-_zN28zKYMuwvuTtPbSkJM3lG1iI,https://docs.google.com/document/d/1xH2b1qdiN8r5jN1-_zN28zKYMuwvuTtPbSkJM3lG1iI/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:14G0eniU5wf4LAtWBs22RT-L3kgV0YD_FRfNwC84MMwQ,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Antigo Teste,Prompt Antigo Teste,file,application/vnd.google-apps.document,16653,2026-03-27T10:17:21.906Z,2026-03-27T10:17:21.906Z,14G0eniU5wf4LAtWBs22RT-L3kgV0YD_FRfNwC84MMwQ,https://docs.google.com/document/d/14G0eniU5wf4LAtWBs22RT-L3kgV0YD_FRfNwC84MMwQ/edit?usp=drivesdk,,,E,legado ou desatualizado,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,"Nome identifica teste, memória de ferramenta ou versão antiga. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.",returned_parent_ids
drive:1qQsupsxdcUQbufmlEAOYwPs--25kJuwb9UbhL_TH-QM,google-drive,Reviews,Reviews/Documentos/Prompts/PROMPT APRENDER MD,PROMPT APRENDER MD,file,application/vnd.google-apps.document,6856,2026-05-26T17:26:58.058Z,2026-05-26T17:27:20.491Z,1qQsupsxdcUQbufmlEAOYwPs--25kJuwb9UbhL_TH-QM,https://docs.google.com/document/d/1qQsupsxdcUQbufmlEAOYwPs--25kJuwb9UbhL_TH-QM/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1vVWtt14RJ3bfnO8vrFvj1a0VnYiXUEsQAYSHWLRcwM8,google-drive,Reviews,Reviews/Documentos/Prompts/PROMPT AUDITORIA,PROMPT AUDITORIA,file,application/vnd.google-apps.document,12067,2026-06-16T19:33:06.735Z,2026-06-16T19:33:15.206Z,1vVWtt14RJ3bfnO8vrFvj1a0VnYiXUEsQAYSHWLRcwM8,https://docs.google.com/document/d/1vVWtt14RJ3bfnO8vrFvj1a0VnYiXUEsQAYSHWLRcwM8/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1Ul2A5WuNMM4rGgiCW6JjPafnCmMDni-PDcfAP9KwQec,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Desfechos,Prompt Desfechos,file,application/vnd.google-apps.document,1622,2026-03-22T20:49:25.116Z,2026-03-22T20:49:46.814Z,1Ul2A5WuNMM4rGgiCW6JjPafnCmMDni-PDcfAP9KwQec,https://docs.google.com/document/d/1Ul2A5WuNMM4rGgiCW6JjPafnCmMDni-PDcfAP9KwQec/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:16eeIjwDN6mdAE8Z22TgVS5swkF2xWmfv35SDZJArrQ4,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Geral 1,Prompt Geral 1,file,application/vnd.google-apps.document,4584,2026-03-22T20:51:50.095Z,2026-03-22T20:52:12.463Z,16eeIjwDN6mdAE8Z22TgVS5swkF2xWmfv35SDZJArrQ4,https://docs.google.com/document/d/16eeIjwDN6mdAE8Z22TgVS5swkF2xWmfv35SDZJArrQ4/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1wEXcJ7TKBFmyoWzukdYMJWyoi_yfKxP_ah5VcUicbsI,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Geral 2,Prompt Geral 2,file,application/vnd.google-apps.document,2537,2026-03-22T20:52:17.577Z,2026-03-22T20:52:39.001Z,1wEXcJ7TKBFmyoWzukdYMJWyoi_yfKxP_ah5VcUicbsI,https://docs.google.com/document/d/1wEXcJ7TKBFmyoWzukdYMJWyoi_yfKxP_ah5VcUicbsI/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1f2xI6xfEQ7Q0IZwZ8Zu3vzAisosasIJYRnIVzSsXekE,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Interpretação Clínica,Prompt Interpretação Clínica,file,application/vnd.google-apps.document,1024,2026-03-22T20:47:43.896Z,2026-03-22T20:48:03.751Z,1f2xI6xfEQ7Q0IZwZ8Zu3vzAisosasIJYRnIVzSsXekE,https://docs.google.com/document/d/1f2xI6xfEQ7Q0IZwZ8Zu3vzAisosasIJYRnIVzSsXekE/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1l9X_jHYNYdmm3pK5ubnlWYcZrlX6j2cZ-ku70-Pj_jE,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Interpretação Clínica 2,Prompt Interpretação Clínica 2,file,application/vnd.google-apps.document,2540,2026-03-22T20:48:52.697Z,2026-03-22T20:49:20.650Z,1l9X_jHYNYdmm3pK5ubnlWYcZrlX6j2cZ-ku70-Pj_jE,https://docs.google.com/document/d/1l9X_jHYNYdmm3pK5ubnlWYcZrlX6j2cZ-ku70-Pj_jE/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:180NH36hUohHn5wWLIouyho8ynmbn2ga3KLpIDKzYX6Q,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Introdução 2,Prompt Introdução 2,file,application/vnd.google-apps.document,1072,2026-04-01T19:01:41.294Z,2026-04-01T19:01:52.708Z,180NH36hUohHn5wWLIouyho8ynmbn2ga3KLpIDKzYX6Q,https://docs.google.com/document/d/180NH36hUohHn5wWLIouyho8ynmbn2ga3KLpIDKzYX6Q/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1H8oByEqWPspB8H2-rqLWrk_b3SsYMWrHHlcEE-b1hyg,google-drive,Reviews,Reviews/Documentos/Prompts/PROMPT PARA CONTINUIDADE DE REVIEWS CRÍTICAS BASEADAS EM EVIDÊNCIAS,PROMPT PARA CONTINUIDADE DE REVIEWS CRÍTICAS BASEADAS EM EVIDÊNCIAS,file,application/vnd.google-apps.document,8367,2026-03-22T20:45:45.369Z,2026-03-22T20:46:05.748Z,1H8oByEqWPspB8H2-rqLWrk_b3SsYMWrHHlcEE-b1hyg,https://docs.google.com/document/d/1H8oByEqWPspB8H2-rqLWrk_b3SsYMWrHHlcEE-b1hyg/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1ViP-7MxI8-WDjpHJ8Ixn_jzZ9AJ09Kut8ktmOJS3h0c,google-drive,Reviews,Reviews/Documentos/Prompts/PROMPT PARA CONTINUIDADE DE REVIEWS CRÍTICAS BASEADAS EM EVIDÊNCIAS 1,PROMPT PARA CONTINUIDADE DE REVIEWS CRÍTICAS BASEADAS EM EVIDÊNCIAS 1,file,application/vnd.google-apps.document,13651,2026-03-22T20:50:03.339Z,2026-03-22T20:50:31.172Z,1ViP-7MxI8-WDjpHJ8Ixn_jzZ9AJ09Kut8ktmOJS3h0c,https://docs.google.com/document/d/1ViP-7MxI8-WDjpHJ8Ixn_jzZ9AJ09Kut8ktmOJS3h0c/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1dVF_KSdFbdeadNnY5bcLW4aYiXKHq0k3KO-yVe_uF7o,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt População,Prompt População,file,application/vnd.google-apps.document,1726,2026-03-22T20:48:34.279Z,2026-03-22T20:48:47.749Z,1dVF_KSdFbdeadNnY5bcLW4aYiXKHq0k3KO-yVe_uF7o,https://docs.google.com/document/d/1dVF_KSdFbdeadNnY5bcLW4aYiXKHq0k3KO-yVe_uF7o/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1HOWaEMcep39NYttceb_P9NxuzejoE5Kipx678VbNN74,google-drive,Reviews,Reviews/Documentos/Prompts/PROMPT REFAZER E TRADUZIR IMAGEM AO ESTILO REVIEWS,PROMPT REFAZER E TRADUZIR IMAGEM AO ESTILO REVIEWS,file,application/vnd.google-apps.document,5893,2026-06-01T14:02:57.961Z,2026-06-01T14:03:11.582Z,1HOWaEMcep39NYttceb_P9NxuzejoE5Kipx678VbNN74,https://docs.google.com/document/d/1HOWaEMcep39NYttceb_P9NxuzejoE5Kipx678VbNN74/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1YBWDaEvJ9McSTC_3h72sZfg3FpJ1hhu-G7aTs8RVZrw,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Ressalvas,Prompt Ressalvas,file,application/vnd.google-apps.document,4849,2026-03-22T20:43:05.644Z,2026-03-22T20:43:31.791Z,1YBWDaEvJ9McSTC_3h72sZfg3FpJ1hhu-G7aTs8RVZrw,https://docs.google.com/document/d/1YBWDaEvJ9McSTC_3h72sZfg3FpJ1hhu-G7aTs8RVZrw/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1oc4KGQGYuYhWIncOBHJuM_qGevwiOqVaMe8MUteKWVA,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Tradução Imagem,Prompt Tradução Imagem,file,application/vnd.google-apps.document,1764,2026-05-07T23:38:22.909Z,2026-05-07T23:38:33.509Z,1oc4KGQGYuYhWIncOBHJuM_qGevwiOqVaMe8MUteKWVA,https://docs.google.com/document/d/1oc4KGQGYuYhWIncOBHJuM_qGevwiOqVaMe8MUteKWVA/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1ypy8KSJ9eBASmBTWzSrvek1hDkwJfK2OYeqhPJ6aOuc,google-drive,Reviews,Reviews/Documentos/Prompts/Prompt Upgrade Imagem,Prompt Upgrade Imagem,file,application/vnd.google-apps.document,1072,2026-05-07T23:37:42.591Z,2026-05-07T23:38:08.871Z,1ypy8KSJ9eBASmBTWzSrvek1hDkwJfK2OYeqhPJ6aOuc,https://docs.google.com/document/d/1ypy8KSJ9eBASmBTWzSrvek1hDkwJfK2OYeqhPJ6aOuc/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:145DGBxrMPXluL0Orgci9yOTU6MxjXXrS6KqnvWumgsc,google-drive,Reviews,Reviews/Documentos/Prompts/PROMPT VERTICALIZAR IMAGEM AO ESTILO REVIEWS,PROMPT VERTICALIZAR IMAGEM AO ESTILO REVIEWS,file,application/vnd.google-apps.document,4734,2026-06-02T13:04:40.849Z,2026-06-02T13:04:53.744Z,145DGBxrMPXluL0Orgci9yOTU6MxjXXrS6KqnvWumgsc,https://docs.google.com/document/d/145DGBxrMPXluL0Orgci9yOTU6MxjXXrS6KqnvWumgsc/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1rRDwF-ejvGIbM1wcIcKSP3jrzIW5jaBueGAmagBHB74,google-drive,Reviews,Reviews/Documentos/Prompts/prompt workflow instagram,prompt workflow instagram,file,application/vnd.google-apps.document,5610,2026-05-28T11:03:30.541Z,2026-05-28T11:03:33.776Z,1rRDwF-ejvGIbM1wcIcKSP3jrzIW5jaBueGAmagBHB74,https://docs.google.com/document/d/1rRDwF-ejvGIbM1wcIcKSP3jrzIW5jaBueGAmagBHB74/edit?usp=drivesdk,,,D,material de discussão,proposed,prompt_or_ai_workflow_reference,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Prompts e o nome indicam instruções ou referências para fluxos assistidos por IA.,returned_parent_ids
drive:1HO9ZetlM3PMoicbcoi5WgNIyN_vw8usw,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram,prompts para imagens instagram,folder,application/vnd.google-apps.folder,,2026-05-26T17:23:30.056Z,2026-05-26T17:23:30.056Z,1HO9ZetlM3PMoicbcoi5WgNIyN_vw8usw,https://drive.google.com/drive/folders/1HO9ZetlM3PMoicbcoi5WgNIyN_vw8usw,,,F,excluído,proposed,organizational_folder,unverified,,unresolved-metadata-only,drive-metadata,Pasta estrutural; não é conteúdo editorial. Snapshot: O MIME type retornado pelo Drive identifica uma pasta; o nome não foi usado para presumir status editorial dos itens internos.,size_bytes; returned_parent_ids
drive:1LJZiS0R9vnTrA85guixeZIotqQuIF7KS,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edição destaque do mes,edição destaque do mes,folder,application/vnd.google-apps.folder,,2026-05-27T15:52:50.357Z,2026-05-27T15:52:50.357Z,1LJZiS0R9vnTrA85guixeZIotqQuIF7KS,https://drive.google.com/drive/folders/1LJZiS0R9vnTrA85guixeZIotqQuIF7KS,,,F,excluído,proposed,organizational_folder,unverified,,unresolved-metadata-only,drive-metadata,Pasta estrutural; não é conteúdo editorial. Snapshot: O MIME type retornado pelo Drive identifica uma pasta; o nome não foi usado para presumir status editorial dos itens internos.,size_bytes; returned_parent_ids
drive:1NZU6KfY-ChcHcGbuWGx7bWOseW9llzUcW2aIcznG7jY,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edição destaque do mes/edição destaque mes,edição destaque mes,file,application/vnd.google-apps.document,3774,2026-05-26T17:49:56.569Z,2026-05-26T17:50:06.259Z,1NZU6KfY-ChcHcGbuWGx7bWOseW9llzUcW2aIcznG7jY,https://docs.google.com/document/d/1NZU6KfY-ChcHcGbuWGx7bWOseW9llzUcW2aIcznG7jY/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1Y9l_6tb-Q0rg42EBP49EVs_kpGP_4T1c,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edição do dia,edição do dia,folder,application/vnd.google-apps.folder,,2026-05-27T15:53:13.737Z,2026-05-27T15:53:13.737Z,1Y9l_6tb-Q0rg42EBP49EVs_kpGP_4T1c,https://drive.google.com/drive/folders/1Y9l_6tb-Q0rg42EBP49EVs_kpGP_4T1c,,,F,excluído,proposed,organizational_folder,unverified,,unresolved-metadata-only,drive-metadata,Pasta estrutural; não é conteúdo editorial. Snapshot: O MIME type retornado pelo Drive identifica uma pasta; o nome não foi usado para presumir status editorial dos itens internos.,size_bytes; returned_parent_ids
drive:1ArTqILY92K9xNOgUGjItF9iqZb5MTvtZ1s_s1EcVmQo,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edição do dia/edição do dia slide 1,edição do dia slide 1,file,application/vnd.google-apps.document,3348,2026-05-26T17:23:41.978Z,2026-05-26T17:25:10.401Z,1ArTqILY92K9xNOgUGjItF9iqZb5MTvtZ1s_s1EcVmQo,https://docs.google.com/document/d/1ArTqILY92K9xNOgUGjItF9iqZb5MTvtZ1s_s1EcVmQo/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1ty7_cz0DQ0_92lJWWnIo2wud7DRLRc1egZo-cRfP-Jc,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edição do dia/edição do dia slide 2,edição do dia slide 2,file,application/vnd.google-apps.document,3184,2026-05-26T17:23:54.773Z,2026-05-26T17:25:17.360Z,1ty7_cz0DQ0_92lJWWnIo2wud7DRLRc1egZo-cRfP-Jc,https://docs.google.com/document/d/1ty7_cz0DQ0_92lJWWnIo2wud7DRLRc1egZo-cRfP-Jc/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1TF_H-sfMeYLUkIBp6CQP0DnoAMCw633H,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edições da semana,edições da semana,folder,application/vnd.google-apps.folder,,2026-05-27T15:53:03.922Z,2026-05-27T15:53:03.922Z,1TF_H-sfMeYLUkIBp6CQP0DnoAMCw633H,https://drive.google.com/drive/folders/1TF_H-sfMeYLUkIBp6CQP0DnoAMCw633H,,,F,excluído,proposed,organizational_folder,unverified,,unresolved-metadata-only,drive-metadata,Pasta estrutural; não é conteúdo editorial. Snapshot: O MIME type retornado pelo Drive identifica uma pasta; o nome não foi usado para presumir status editorial dos itens internos.,size_bytes; returned_parent_ids
drive:1UaLMY96Lf_iS-dpVbSWU7wNMRD_lKqYD0dx2KwcuW7k,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edições da semana/edição semana slide 2,edição semana slide 2,file,application/vnd.google-apps.document,4774,2026-05-26T17:25:31.250Z,2026-05-26T17:25:38.557Z,1UaLMY96Lf_iS-dpVbSWU7wNMRD_lKqYD0dx2KwcuW7k,https://docs.google.com/document/d/1UaLMY96Lf_iS-dpVbSWU7wNMRD_lKqYD0dx2KwcuW7k/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1yo9O6nZwbuPgXcSVzhvc6XjFYTv7c5aIlXYBeY_l1x8,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edições da semana/edição semana slide 3,edição semana slide 3,file,application/vnd.google-apps.document,4247,2026-05-26T17:26:04.296Z,2026-05-26T17:26:13.562Z,1yo9O6nZwbuPgXcSVzhvc6XjFYTv7c5aIlXYBeY_l1x8,https://docs.google.com/document/d/1yo9O6nZwbuPgXcSVzhvc6XjFYTv7c5aIlXYBeY_l1x8/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1y_s5Va-oRhfVnCinx_YeskC9RzQi0iOZWM8bUWB3iZQ,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edições da semana/edição semanal slide 1,edição semanal slide 1,file,application/vnd.google-apps.document,5390,2026-05-26T17:24:21.255Z,2026-05-26T17:24:54.218Z,1y_s5Va-oRhfVnCinx_YeskC9RzQi0iOZWM8bUWB3iZQ,https://docs.google.com/document/d/1y_s5Va-oRhfVnCinx_YeskC9RzQi0iOZWM8bUWB3iZQ/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1bks0vgKvOqhIscgY_jnQS9QiEd79MBPi,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edições do mes,edições do mes,folder,application/vnd.google-apps.folder,,2026-05-27T15:52:33.360Z,2026-05-27T15:52:33.360Z,1bks0vgKvOqhIscgY_jnQS9QiEd79MBPi,https://drive.google.com/drive/folders/1bks0vgKvOqhIscgY_jnQS9QiEd79MBPi,,,F,excluído,proposed,organizational_folder,unverified,,unresolved-metadata-only,drive-metadata,Pasta estrutural; não é conteúdo editorial. Snapshot: O MIME type retornado pelo Drive identifica uma pasta; o nome não foi usado para presumir status editorial dos itens internos.,size_bytes; returned_parent_ids
drive:19HLT002RUc10jMENt0Q6CtULBn0FBdu-PmimHjQxE50,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edições do mes/edições do mes slide 1,edições do mes slide 1,file,application/vnd.google-apps.document,4092,2026-05-26T17:54:24.926Z,2026-05-26T17:54:49.170Z,19HLT002RUc10jMENt0Q6CtULBn0FBdu-PmimHjQxE50,https://docs.google.com/document/d/19HLT002RUc10jMENt0Q6CtULBn0FBdu-PmimHjQxE50/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1WG53r9jLK0nZxtRsIJf8OGsRclo2XV_BCFF9duu_HFk,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/edições do mes/edições do mes slide 2,edições do mes slide 2,file,application/vnd.google-apps.document,4622,2026-05-26T17:56:52.761Z,2026-05-26T17:57:02.080Z,1WG53r9jLK0nZxtRsIJf8OGsRclo2XV_BCFF9duu_HFk,https://docs.google.com/document/d/1WG53r9jLK0nZxtRsIJf8OGsRclo2XV_BCFF9duu_HFk/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1wmQKha-U9bW8fbm45qBTsStITEoO8Y7R,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/o que é o reviews,o que é o reviews,folder,application/vnd.google-apps.folder,,2026-05-27T15:53:44.429Z,2026-05-27T15:53:44.429Z,1wmQKha-U9bW8fbm45qBTsStITEoO8Y7R,https://drive.google.com/drive/folders/1wmQKha-U9bW8fbm45qBTsStITEoO8Y7R,,,F,excluído,proposed,organizational_folder,unverified,,unresolved-metadata-only,drive-metadata,Pasta estrutural; não é conteúdo editorial. Snapshot: O MIME type retornado pelo Drive identifica uma pasta; o nome não foi usado para presumir status editorial dos itens internos.,size_bytes; returned_parent_ids
drive:18d8RXADaK2zr_U2jCShbmtkjkko80mpLXIaR_xooHWo,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/o que é o reviews/slide 1 o que é reviews,slide 1 o que é reviews,file,application/vnd.google-apps.document,3635,2026-05-27T15:53:50.876Z,2026-05-27T16:02:40.087Z,18d8RXADaK2zr_U2jCShbmtkjkko80mpLXIaR_xooHWo,https://docs.google.com/document/d/18d8RXADaK2zr_U2jCShbmtkjkko80mpLXIaR_xooHWo/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
drive:1pfkYiopBVfgEhABfWMtr5Pstd4VZQnnetFMGiWe4y04,google-drive,Reviews,Reviews/Documentos/Prompts/prompts para imagens instagram/o que é o reviews/slide 2 o que é reviews,slide 2 o que é reviews,file,application/vnd.google-apps.document,4189,2026-05-27T16:02:55.725Z,2026-05-27T16:03:18.857Z,1pfkYiopBVfgEhABfWMtr5Pstd4VZQnnetFMGiWe4y04,https://docs.google.com/document/d/1pfkYiopBVfgEhABfWMtr5Pstd4VZQnnetFMGiWe4y04/edit?usp=drivesdk,,,D,material de discussão,proposed,social_visual_prompt_or_template,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A árvore de pastas identifica prompts e templates de slides/imagens para Instagram.,returned_parent_ids
